日语一级至四级级词汇表																
汉字	假名(读音)	词性	词义
払う	はらう	他五	拂、掸；横扫、横砍；支付；倾注、表示
祓う	はらう	他五	驱除、拔除
腹黒い	はらぐろい	形	心眼儿坏、阴险
腹ごしらえ	はらごしらえ	名，サ変	（开始工作或干活之前）先吃好饭
腹ごなし	はらごなし	名	助消化、消食
腫らす	はらす	他五	使……肿胀
晴らす	はらす	他五	解除、消除（疑虑、愁闷、怒气等）
ばらす	ばらす	他五	弄得七零八散；揭穿、泄露；杀死
腹立たしい	はらだたしい	形	令人气愤
ばらつく	ばらつく	自五	（雨等）稀稀拉拉地降下；不平均、有偏差
はらはら	はらはら	副，サ変	眼泪、树叶等飘落的样子；非常担心的样子
ばらばら	ばらばら	副，形動	（雨点等）连续降落声；支离破碎
孕む	はらむ	他五	怀孕；鼓起；包含、包藏
腸	はらわた	名	肠；瓜瓤；心地、心肠
波瀾	はらん	名	波澜；纠纷
針	はり	名	缝衣针；刺、钩子
鍼	はり	名	针灸
張り	はり	名	有力；劲头、信心
梁	はり	名	房梁、横梁
張り合う	はりあう	自他五	竞争、抗争；争夺（恋人等）
張り切る	はりきる	自五	拉紧、绷紧；鼓足干劲
張り子	はりこ	名	纸糊的
張り出す	はりだす	自他五	突出、伸出；公布、揭示
春	はる	名	春天；新年；最盛期；青春期
張る	はる	自他五	拉、张开；（将液体）装满；设置、摆；固执、坚持（己见）；打（头、脸）、殴打；胀、僵硬；拉紧；突出来；伸展、扩张
貼る	はる	他五	粘贴
遥か	はるか	副，形動	（在空间、时间、程度上）远、遥远
春雨	はるさめ	名	春雨；粉丝
遥遥	はるばる	副	相隔很远、万里迢迢
春めく	はるめく	自五	有春色、有春意
晴れ	はれ	名	晴、晴天；隆重、正式、公开；（嫌疑）消除
晴れ着	はれぎ	名	盛装
晴れ姿	はれすがた	名	身穿礼服；出席盛大场面的姿态
破裂	はれつ	名，サ変	破裂；显露、爆发；（商谈等）破裂
晴れ晴れ	はればれ	副，サ変	晴朗；愉快、高兴
腫れ物	はれもの	名	肿包、疙瘩
晴れやか	はれやか	形動	晴朗、明朗；心情舒畅；盛大
腫れる	はれる	自下一	肿
晴れる	はれる	自下一	晴；（心情）舒畅；（嫌疑、疑惑）消除
破廉恥	はれんち	形動	厚颜无耻
半	はん	名	半、二分之一
反	はん	接頭	（接名次前）反
範囲	はんい	名	范围
反映	はんえい	名，サ変	反射、反照；反映
繁栄	はんえい	名，サ変	繁荣
繁華	はんか	名，形動	繁华
版画	はんが	名	版画
挽回	ばんかい	名，サ変	挽回
反感	はんかん	名	反感
反逆	はんぎゃく	名，サ変	叛逆
反響	はんきょう	名，サ変	回声、回音；反响，反应
半径	はんけい	名	半径
判決	はんけつ	名，サ変	判决
版権	はんけん	名	版权
判子	はんこ	名	图章
反抗	はんこう	名，サ変	反抗
反攻	はんこう	名，サ変	反攻
犯行	はんこう	名	犯罪行为
番号	ばんごう	名	号码
犯罪	はんざい	名	犯罪行为
万歳	ばんざい	名，サ変	万岁；可喜、可贺；无可奈何
煩雑	はんざつ	名，形動	烦杂、麻烦
万事	ばんじ	名	万事
反射	はんしゃ	名，サ変	反射；折射
晩酌	ばんしゃく	名，サ変	晚酌、晚饭时喝酒
繁盛	はんじょう	名，サ変	繁荣、昌盛
繁殖	はんしょく	名，サ変	繁殖
反する	はんする	サ変	反对、相反；违反
判ずる	はんずる	サ変	判断、推测
反省	はんせい	名，サ変	反省
半生	はんせい	名	半生
万全	ばんぜん	名	完全、万无一失
反訴	はんそ	名，サ変	反诉、反告
伴奏	ばんそう	名，サ変	伴奏
反則	はんそく	名，サ変	犯规、违章
反対	はんたい	名，サ変	相反、相对；反对
判断	はんだん	名，サ変	判断；占卦
番地	ばんち	名	门牌号
範疇	はんちゅう	名	范畴
番付	ばんづけ	名	排名榜
判定	はんてい	名，サ変	判定
半纏	はんてん	名	一种不带翻领的日本短外衣
斑点	はんてん	名	斑点
反騰	はんとう	名，サ変	（行情）回升
反動	はんどう	名	反作用；反动
犯人	はんにん	名	犯人
反応	はんのう	名，サ変	（化学）反应；反响、效果
万能	ばんのう	名	全能；万能
半端	はんぱ	名，形動	不齐全、零星；不彻底、下不了决心
販売	はんばい	名，サ変	贩卖、出售
反発	はんぱつ	名，サ変	回跳、反抗
頒布	はんぷ	名，サ変	颁布、分发
半分	はんぶん	名	二分之一；一半；半……
判明	はんめい	名，サ変	判明、弄清
反面	はんめん	名	反面；另一面
半面	はんめん	名	半面；片面；另一方面
反乱，叛乱	はんらん	名，サ変	叛乱
氾濫	はんらん	名，サ変	（河水）泛滥；充斥、泛滥
凡例	はんれい	名	凡例
販路	はんろ	名	销路
反論	はんろん	名，サ変	反驳、反论
火，灯	ひ	名	火、火焰；灯火、灯光
日	ひ	名	太阳；白昼、白天；一昼夜；（特定的）一天、日子；时期、时代；日期、期限；时候
非	ひ	名，形動，接頭	非、部队；过错、错误；（接在名词形容动词后）非、不是
美	び	名	美；美好
微	び	名，接頭	细微、微笑；（接头）极少
悲哀	ひあい	名	悲哀
干上がる	ひあがる	自五	干透、干涸；无法生活
日当たり	ひあたり	名	向阳（处）
贔屓	ひいき	名，サ変	照顾、偏袒、偏爱
延いては	ひいては	副	进而、进一步
秀でる	ひいでる	自下一	优秀、擅长
冷え込む	ひえこむ	自五	气温骤降；（身体）觉冷、着凉
冷える	ひえる	自下一	变冷、变凉；（感情等）变冷淡
鼻炎	びえん	名	鼻炎
被害	ひがい	名	被害、遭灾
控えめ	ひかえめ	名，形動	节制；谨慎、客气
日帰り	ひがえり	名，サ変	当天回来
控える	ひかえる	自他下一	（在近旁）等候；拉住、拽住；节制、控制；面临、靠近；写下来
比較	ひかく	名，サ変	比较
皮革	ひかく	名	皮革
非核	ひかく	名	非核
日陰	ひかげ	名	背阴的地方；见不得人、不得见闻于世
日傘	ひがさ	名	太阳伞
東	ひがし	名	东
僻む	ひがむ	自五	乖僻、抱偏见
干からびる	ひからびる	自上一	干透、干巴巴
光	ひかり	名	光、光亮；势力、威力；光明、希望
光る	ひかる	自五	发光、闪光；出众、显眼
引かれる	ひかれる	自下一	被吸引
悲観	ひかん	名，サ変	悲观
彼岸	ひがん	名	涅磐之后的境界、彼岸（佛）；春分、秋分前后各加三天共七天的期间
悲願	ひがん	名	（佛）（佛、菩萨）大慈大悲的誓愿；悲壮的誓愿、势必实现的誓愿
悲喜	ひき	名	悲喜
引き上げる	ひきあげる	他下一	打捞、吊起；提高、涨价；提升、提拔；撤回、撤走；返回
率いる	ひきいる	他上一	率领、统率
引き受ける	ひきうける	他下一	承担、接受；保证
引き返す	ひきかえす	自五	返回
引き換える	ひきかえる	他下一	交换、兑换；相反、不同
蟾蜍	ひきがえる	名	蟾蜍
引き込む	ひきこむ	自他五	引进来；患（伤风、感冒）
引きこもる	ひきこもる	自五	闷居家中
引き締まる	ひきしまる	自五	绷紧、紧张
引き締める	ひきしめる	他下一	勒紧、拉紧；使（精神等）紧张；紧缩、节俭
引き摺る	ひきずる	他五	拖、拽；硬拉；拖延
引出し	ひきだし	名	抽屉
引き出す	ひきだす	他五	拉出、发挥；提出、提取（存款）
引き立つ	ひきたつ	自五	显眼
引き立てる	ひきたてる	他下一	强行拉走；关闭（拉门）；鼓励；关照；衬托、使……显得好看
引き続き	ひきつづき	副	继续
引き攣る	ひきつる	自五	（烧、烫伤等）结伤疤；痉挛、抽筋；僵硬、发僵
引き止める	ひきとめる	他下一	留、挽留
引き取る	ひきとる	自他五	领取、领回；收养；死；退出、离去
挽肉	ひきにく	名	肉末
引き抜く	ひきぬく	他五	拔出；拉拢过来
引き伸ばす	ひきのばす	他五	拉长、抻长；（相片）放大
引き延ばす	ひきのばす	他五	延长、拖长
卑怯	ひきょう	名，形動	懦弱、卑鄙
卑近	ひきん	名，形動	浅近、浅显
引く	ひく	他自五	拉、拽；拔出、抽（签）；收回、缩回；搭拉、拖；引导、领；消减、扣除；引进、安装（电灯、自来水等）；划线；拉长；涂上；吸引、引诱；作用；查（字典等）；继承；吸入、进入体内；消退、减退；后退；辞去、退出
碾く	ひく	他五	磨碎
轢く	ひく	自五	碾、压
弾く	ひく	他五	弹奏、拉
低い	ひくい	形	低、矮；低贱；低微
卑屈	ひくつ	名，形動	卑躬屈膝
びくとも	びくとも	副	（下接否定语）一动不动、处之泰然
比丘尼	びくに	名	尼姑
びくびく	びくびく	副，サ変	（吓得）发抖、提心吊胆
低める	ひくめる	他下一	降低
日暮れ	ひぐれ	名	日暮、黄昏
卑下	ひげ	名，サ変	自卑
髭	ひげ	名	胡须；（动物的）须
悲劇	ひげき	名	（戏剧）悲剧
否決	ひけつ	名，サ変	否决
秘訣	ひけつ	名	秘诀
引け目	ひけめ	名	自卑感
ひけらかす	ひけらかす	他五	炫耀、夸耀
引ける	ひける	自下一	不好意思、畏缩
退ける	ひける	自下一	下班、放学
比肩	ひけん	名，サ変	匹敌
非行	ひこう	名	不良行为
備考	びこう	名	备考
尾行	びこう	名，サ変	尾随、盯梢
被告	ひこく	名	被告
日ごと	ひごと	名	每天；日渐
日頃	ひごろ	名，副	平素、平时
膝	ひざ	名	膝盖；大腿
被災	ひさい	名，サ変	受灾
微細	びさい	名，形動	微细
日差し	ひざし	名	阳光照射、照射的阳光
久しい	ひさしい	形	好久、许久
久し振り	ひさしぶり	名，形動	（隔了）好久
跪く	ひざまずく	自五	跪、跪下
氷雨	ひさめ	名	冷雨；雹
悲惨	ひさん	名，形動	悲惨
菱	ひし	名	菱、菱角
肘	ひじ	名	肘、臂肘
肘鉄砲	ひじでっぽう	名	用胳膊肘撞人；严厉拒绝
びしびし	びしびし	副	严厉、不留情
犇く	ひしめく	自五	（人群）拥挤、吵吵嚷嚷
比重	ひじゅう	名	比重；（所占的）比例、对比
美術	びじゅつ	名	美术
批准	ひじゅん	名，サ変	批准
秘書	ひしょ	名	秘书
避暑	ひしょ	名，サ変	避暑
非常	ひじょう	名，形動	非常；紧急；极、很
非情	ひじょう	形動	无情、冷酷
微笑	びしょう	名，サ変	微笑
非常勤	ひじょうきん	名	定期出勤、特邀
非常識	ひじょうしき	名，形動	没有常识、不合乎情理
美食	びしょく	名，サ変	美食
びしょ濡れ	びしょぬれ	名	湿透、淋湿
びしょびしょ	びしょびしょ	副，形動	（雨）连绵不断；湿透、湿淋淋地
美人	びじん	名	美人、美女
翡翠	ひすい	名	翡翠；翡翠（鸟）
歪み	ひずみ	名	斜、歪；（喻）不良影响；（心地）不正；变形
微生物	びせいぶつ	名	微生物
秘蔵	ひぞう	名，サ変	珍藏；珍爱
密か	ひそか	形動	秘密、偷偷、暗中
卑俗	ひぞく	名，形動	粗俗、下流
潜む	ひそむ	自五	隐藏；藏在（心中）
潜める	ひそめる	他下一	隐藏；消（声）
襞	ひだ	名	（衣服等的）褶；褶皱
額	ひたい	名	额
浸す	ひたす	他五	浸泡；浸湿
只管	ひたすら	副	一味、一个劲地
肥立ち	ひだち	名	康复；成长
左	ひだり	名	左；左翼
左団扇	ひだりうちわ	名	安闲度日
浸る	ひたる	自五	浸、淹；沉浸在、耽于
美談	びだん	名	美谈
美男子	びだんし	名	美男子
筆	ひつ	名	笔；笔迹
悲痛	ひつう	形動	悲痛
引っかかる	ひっかかる	自五	挂住；牵连；上当；挂心
引っ掛ける	ひっかける	他下一	挂上、剐破；披上；泼上、溅上；欺骗；（一口气）喝；撞上
筆記	ひっき	名，サ変	记笔记、笔记
柩	ひつぎ	名	棺、柩
畢竟	ひっきょう	副	毕竟、结局
引っ切り無し	ひっきりなし	形動	接连不断地、不停地
びっくり	びっくり	副，サ変	吃惊
ひっくり返る	ひっくりかえる	自五	颠倒过来；倒下、翻倒；被推翻
引っ括める	ひっくるめる	他下一	汇总起来
火付け役	ひつけやく	名	放活者；肇事者
日付	ひづけ	名	（记载文件等制成、提出）年月日、日期
跛	びっこ	名	瘸子、不成双
引っ越す	ひっこす	他五	搬家、迁居
引っ込む	ひっこむ	自五	引退；塌陷，洼下；退下、退出
必死	ひっし	名，形動	拼命、殊死
羊	ひつじ	名	羊
筆者	ひっしゃ	名	作者
必修	ひっしゅう	名	必修
必勝	ひっしょう	名	必胜
びっしょり	びっしょり	副	湿透
